dataset,image_path,label,split,source_split,is_math,width,height,timesteps,label_len,ctc_feasible
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_24663.jpg,LEMMENS,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_24796.jpg,ENZO,train,,0,388,24,129,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_24883.jpg,ROBERT,train,,0,388,31,100,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2494.jpg,AMELIA,train,,0,284,67,33,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2495.jpg,LOUANNE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_24971.jpg,BIGAULT - DANTART,train,,0,284,31,73,17,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25001.jpg,MARIE,train,,0,388,29,107,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25019.jpg,ARTHUR,test,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25149.jpg,PORTE,valid,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25155.jpg,ALYSSA,train,,0,284,65,34,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25164.jpg,KLEIN ROYANT,train,,0,284,31,73,12,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25296.jpg,ROIGNANT,test,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25345.jpg,NICOLAS,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25386.jpg,CARINA,train,,0,284,64,35,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25394.jpg,ABDOU MIZE,train,,0,284,50,45,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25424.jpg,MARIEL,train,,0,388,23,134,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25449.jpg,CAMILLE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25478.jpg,CATTET,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2549.jpg,MUSCA,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25502.jpg,DOLBOIS-AUBRY,train,,0,284,50,45,13,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25508.jpg,CHIARA,test,,0,388,30,103,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25549.jpg,VATIN,test,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25581.jpg,MATHILDE,valid,,0,388,25,124,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2567.jpg,HERAULT,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25679.jpg,NESRINE,train,,0,388,21,147,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25681.jpg,BUREL,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25761.jpg,CHANUT,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25812.jpg,GARANCE,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25921.jpg,CHLOE,valid,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25957.jpg,BOLLAND,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_25996.jpg,LONGEFAY,test,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26037.jpg,PERRIEU,test,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26120.jpg,EMILIE,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26146.jpg,LEA,train,,0,388,24,129,3,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26151.jpg,DELACOUR,valid,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26154.jpg,BENJAMIN,train,,0,388,26,119,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26194.jpg,BROCHET,valid,,0,284,50,45,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26341.jpg,BOUHIEEIER,train,,0,388,36,86,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26433.jpg,BACHER,train,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26475.jpg,MYRIAM,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26485.jpg,THIERRY,valid,,0,284,63,36,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26489.jpg,BASCOP,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2650.jpg,PELLETEY,train,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26503.jpg,POLO,train,,0,388,36,86,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26543.jpg,ANDRE,valid,,0,388,36,86,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26581.jpg,FRANCOIS,train,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26585.jpg,SENOUSSI,test,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26616.jpg,ACHOUR,train,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26641.jpg,ANAIS,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26654.jpg,LORDELOT,test,,0,284,50,45,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26687.jpg,JEAN,valid,,0,324,44,58,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26706.jpg,LOIAN,valid,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26744.jpg,BAMABA,valid,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26776.jpg,VALENTIN,test,,0,388,21,147,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26881.jpg,CHASSINEUX,train,,0,284,31,73,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26887.jpg,AUDRY,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26937.jpg,AMBROISE,train,,0,284,63,36,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26973.jpg,MAINGRET,train,,0,284,50,45,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_26989.jpg,MELODIE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27021.jpg,LACOMBE,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27028.jpg,CHARLY,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27107.jpg,ADRIEN,test,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27160.jpg,MARION,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27162.jpg,ARAMENDY,train,,0,284,50,45,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27203.jpg,GROULT,test,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27241.jpg,NAGOU,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27249.jpg,CHOUVIER,train,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27279.jpg,THELLIER,train,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27298.jpg,ALWENA,train,,0,388,25,124,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27318.jpg,DEPAEPE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27389.jpg,GAEL,train,,0,284,31,73,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27438.jpg,DUFOUR,train,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27548.jpg,LUIGGI,valid,,0,284,50,45,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27584.jpg,ADRIEN,test,,0,284,66,34,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27641.jpg,MOPEL,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27645.jpg,GOMEZ,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27726.jpg,LOISELEUX,train,,0,388,36,86,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27755.jpg,CELIA,test,,0,284,68,33,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_27955.jpg,DJABRAIL,train,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28002.jpg,ELOUEN,train,,0,388,28,110,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28057.jpg,COLLET,train,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28217.jpg,NOA,train,,0,284,31,73,3,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28242.jpg,BLOT,valid,,0,284,31,73,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28260.jpg,TARDIEU,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28273.jpg,LOVELY,test,,0,388,20,155,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28284.jpg,DAMIEN,valid,,0,388,20,155,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28452.jpg,ALLIAS,valid,,0,284,46,49,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28518.jpg,YAECHE,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2852.jpg,DELAN,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28532.jpg,CAMILLE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28543.jpg,TRACHEZ,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28592.jpg,CORDANI,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28609.jpg,MAEVA,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28664.jpg,ILYES,train,,0,388,19,163,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28676.jpg,CASTIGNY,train,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2869.jpg,OUPELY-MARIA,test,,0,324,44,58,12,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28731.jpg,REDOUTE,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28769.jpg,GIZEH,train,,0,388,24,129,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28793.jpg,LACHAUD,valid,,0,388,16,194,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28838.jpg,PACCARIN,train,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28842.jpg,ANGELE,train,,0,388,28,110,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28859.jpg,PIERRE,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28860.jpg,RODOT,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28865.jpg,IMBERT,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28872.jpg,FERTTLLET,train,,0,388,36,86,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28892.jpg,PEROCHON,train,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28893.jpg,VICTOR,train,,0,388,23,134,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28903.jpg,DELORY,train,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28972.jpg,PERRINE,valid,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28987.jpg,ADRIAN,test,,0,284,66,34,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_28991.jpg,MOREL,train,,0,284,46,49,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29151.jpg,SAMSON,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29162.jpg,EMPTY,train,,0,388,36,86,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29204.jpg,KIMMEL,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29228.jpg,JIBRIL,test,,0,388,25,124,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29257.jpg,MARCHANDET,train,,0,388,36,86,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29277.jpg,ANDREI,test,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29314.jpg,LALSINGUE,train,,0,388,36,86,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29322.jpg,AMALIA,test,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2933.jpg,PERRET,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29357.jpg,FAURE,train,,0,284,50,45,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29360.jpg,ILAN,train,,0,284,31,73,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29382.jpg,EMHA,valid,,0,284,69,32,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29415.jpg,VINCENT,train,,0,388,28,110,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29555.jpg,MARIE,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29578.jpg,GERAULT,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2962.jpg,BOURREAU,test,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29623.jpg,AMRRF,test,,0,388,20,155,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29636.jpg,CLAIRE,test,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29678.jpg,BERENGUE,train,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29710.jpg,MATHIS,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_2977.jpg,ROLO,test,,0,284,42,54,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29815.jpg,CLARA,train,,0,388,27,114,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29818.jpg,AXEL,train,,0,284,67,33,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29874.jpg,DECOENE,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_29932.jpg,BONNAUD,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30004.jpg,DELLAMONICA,valid,,0,284,31,73,11,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30065.jpg,ROBIN,train,,0,284,68,33,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30137.jpg,FARCY,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30231.jpg,DUVAL,test,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30267.jpg,VALENTINE,train,,0,284,31,73,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30320.jpg,HASSI,train,,0,388,36,86,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30324.jpg,ARTHUR,test,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30426.jpg,CHOCHET,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30440.jpg,LAURENT-GRANDGIRANO,train,,0,284,31,73,19,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30493.jpg,LEYRAT,train,,0,284,50,45,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30554.jpg,MAYA,valid,,0,284,65,34,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30665.jpg,ALEX,valid,,0,388,29,107,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30707.jpg,GUICHARD,train,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30786.jpg,TOM,valid,,0,388,24,129,3,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30790.jpg,CLEMENT,train,,0,284,66,34,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30804.jpg,DOYET,train,,0,388,36,86,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30808.jpg,FOUQUET,test,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30866.jpg,VALENTINE,train,,0,324,44,58,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30907.jpg,JUSTINE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30958.jpg,EHHANUELLE,test,,0,388,22,141,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_30986.jpg,JACQUES,valid,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3104.jpg,LE NEZET,train,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31057.jpg,MAISSANE,train,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31079.jpg,EHAMAM,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31138.jpg,PARAINELLO,train,,0,388,36,86,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31153.jpg,NOEMI,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31168.jpg,HANESSE,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31245.jpg,MATEO,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31273.jpg,CARLA,train,,0,388,27,114,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31288.jpg,BOUANEL,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3143.jpg,PLANES,test,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3144.jpg,LOLA,train,,0,388,20,155,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31461.jpg,TARTU,valid,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31486.jpg,ROYER,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31590.jpg,HUBERT,train,,0,284,46,49,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31607.jpg,ROBIN,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3170.jpg,FOUBERT,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31731.jpg,VISENTIN,train,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31741.jpg,DARIO,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31861.jpg,BERTON,train,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31893.jpg,MERCK,train,,0,284,31,73,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31901.jpg,MAXENCE,valid,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31927.jpg,PICHON,test,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_31981.jpg,LAFIANDRA,valid,,0,284,50,45,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32054.jpg,OCEANE,train,,0,388,30,103,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32059.jpg,CHOMBARD,test,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32103.jpg,TIFENN,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32194.jpg,SEIGNEURET,train,,0,324,44,58,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32204.jpg,MATTEO,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32238.jpg,GUILLOT,train,,0,284,50,45,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32300.jpg,MATIS,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32359.jpg,MAYA,valid,,0,284,31,73,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32385.jpg,GABIN,train,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32395.jpg,CHAZAL,test,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32440.jpg,MERCIER,train,,0,284,46,49,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32459.jpg,MACIA,test,,0,284,50,45,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32516.jpg,TOUFFET,valid,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3260.jpg,THEO,train,,0,324,44,58,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32645.jpg,MAEL,train,,0,388,14,221,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32714.jpg,MROCSKOWSKI,test,,0,284,50,45,11,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32740.jpg,DIRDOVA,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32793.jpg,CINDY,test,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32821.jpg,WETTER,test,,0,388,32,97,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32856.jpg,CLOE,train,,0,388,27,114,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32882.jpg,AMCI,train,,0,388,19,163,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_32910.jpg,ELIZABETH,valid,,0,324,44,58,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33143.jpg,LE ROUX,train,,0,284,31,73,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33186.jpg,VALENTINE,train,,0,324,44,58,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33199.jpg,HAMOND,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33207.jpg,PROUVOST,train,,0,388,36,86,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33212.jpg,FARES,valid,,0,324,44,58,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33225.jpg,MANE,train,,0,388,36,86,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33261.jpg,THOMAS,valid,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33300.jpg,ISAAC,valid,,0,388,22,141,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33303.jpg,MAYENCE,train,,0,388,16,194,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33315.jpg,LALANGE,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33375.jpg,BRAUNEAU,train,,0,284,31,73,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33390.jpg,FLEUR,train,,0,284,64,35,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33409.jpg,MATHILDE,valid,,0,284,65,34,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33427.jpg,VAVASSEUR,test,,0,324,44,58,9,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33447.jpg,LOUISE,test,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33525.jpg,GROSCLAUDE,valid,,0,388,36,86,10,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33633.jpg,BRONNET,train,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3367.jpg,ERWAN,train,,0,388,29,107,5,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3368.jpg,BOLE,test,,0,324,44,58,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_33685.jpg,LEA,train,,0,388,26,119,3,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3381.jpg,SADAUNF,test,,0,388,36,86,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3387.jpg,OLLIVIER,test,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3392.jpg,CANDICE,test,,0,284,66,34,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34014.jpg,EMIE,train,,0,284,64,35,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34024.jpg,EDGABD,train,,0,284,31,73,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34050.jpg,JADE,train,,0,324,44,58,4,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34054.jpg,GUIHAC,test,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34109.jpg,KALONJI,train,,0,284,50,45,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34258.jpg,ALEXINE,train,,0,388,28,110,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34279.jpg,MADOUI,train,,0,324,44,58,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34347.jpg,THOMAS,valid,,0,388,25,124,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_3435.jpg,FRERET,test,,0,388,36,86,6,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34356.jpg,BOURION,train,,0,324,44,58,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34361.jpg,ITALIANO,test,,0,324,44,58,8,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34379.jpg,SAUVIAT,train,,0,388,30,103,7,1
kaggle_dataset,kaggle_dataset/handwritten/VALIDATION_34390.jpg,MAGNE,train,,0,324,44,58,5,1
