image_path,label,split,category
images\train_005de4342bcd05b6.png,\frac{df}{d\tau}=\frac{1}{2\pi i}f^{\prime}(\tau),train,mathwriting
images\train_005e9956a4332687.png,"alg^{\prime}(A^{\prime},B)",train,mathwriting
images\train_005ef9b6db61252a.png,(2m-1),train,mathwriting
images\train_005f0a6b379cc5db.png,\tilde{g}_{lk}\overline{n}=g_{kl},train,mathwriting
images\train_005fc954bf9fd016.png,(\begin{matrix}4\\ 3\end{matrix})=4,train,mathwriting
images\train_006000ffa45f0610.png,D=\pm\prod_{j<k}(a_{j}-a_{k}),train,mathwriting
images\train_00601c967f4caea9.png,\Delta s^{\prime}=\frac{\Delta s}{\sqrt{1+\frac{v^{5}}{u^{5}}}},train,mathwriting
images\train_00612b4673bbe702.png,\frac{2^{7}}{\frac{404}{9}-83},train,mathwriting
images\train_006155c9097a3e1f.png,2=1/2=-1,train,mathwriting
images\train_006171a03aecada0.png,x_{k}[m]=\delta[m-k],train,mathwriting
images\train_00617e2dab532fd1.png,"A_{1},A_{2}\in H_{n}",train,mathwriting
images\train_0061f9757e18ea67.png,\sqrt{a^{2}+b^{2}}=c,train,mathwriting
images\train_00622f161790cebf.png,L=\int_{S_{o}}^{S}nds,train,mathwriting
images\train_00623d6df3d7b8a1.png,\frac{322-13\sqrt{70}}{900},train,mathwriting
images\train_0062fcce4675ef23.png,(\begin{matrix}0&1\\ -1&-1\end{matrix}),train,mathwriting
images\train_006363996f84403b.png,\eta=1-\frac{T_{L}}{T_{H}},train,mathwriting
images\train_006367f1a2397a84.png,b_{y}^{\mu},train,mathwriting
images\train_00639c517e054dd7.png,\hat{\nu}_{i},train,mathwriting
images\train_006409db8adfcb1e.png,\int\frac{dy}{dx}dx,train,mathwriting
images\train_00647fafc2b506fc.png,"i_{k}^{2}\in\{-1,0,+1\}",train,mathwriting
images\train_0064a14f3f1ac93a.png,\overline{Q}=0,train,mathwriting
images\train_0064d6be74138f22.png,1/\sqrt{n},train,mathwriting
images\train_0065045151f917cb.png,\frac{469\cdot5}{\frac{6}{4}},train,mathwriting
images\train_0065651083557d67.png,A\rightarrow B/C\_D,train,mathwriting
images\train_0065792f55e4004f.png,v=\int\frac{dv}{dx}dx,train,mathwriting
images\train_0065eae40f7ae179.png,-E_{a}/R,train,mathwriting
images\train_006616dade279bda.png,\sum_{i=0}^{2}(\begin{matrix}4\\ 2i\end{matrix})(\begin{matrix}6\\ 4-i\end{matrix}),train,mathwriting
images\train_006662d9f339f015.png,\frac{b}{a}=2h,train,mathwriting
images\train_00668731f5e1e45a.png,\kappa=\frac{1}{r}\frac{dp}{dr},train,mathwriting
images\train_0066adf30bf53a84.png,\Omega_{u}^{\phi},train,mathwriting
images\train_0066d1b9780d7fd9.png,\delta(y)=\frac{e^{-\frac{y^{7}}{7}}}{\sqrt{7\pi}},train,mathwriting
images\train_0067019a32686e70.png,y_{1}=\frac{y^{3}-a\cdot x^{3}}{a\cdot y\cdot x^{3}-y},train,mathwriting
images\train_006715410f8ab012.png,|2\rangle=(\begin{matrix}0\\ 1\end{matrix}),train,mathwriting
images\train_0067dd540b34e4b5.png,"O_{3}^{\pm,\mp}(3)=2^{3}",train,mathwriting
images\train_0067ea70756c7cb4.png,f^{\prime}(x)>0,train,mathwriting
images\train_006806930c4206ed.png,\frac{dE_{r}}{dx},train,mathwriting
images\train_00688a6c47c2dfa2.png,t-1+t^{-1},train,mathwriting
images\train_0068ab686db8bcbf.png,\tilde{A}_{9},train,mathwriting
images\train_0069b68809429e6b.png,"\{7,1\}^{5^{5^{\aleph_{7}}}}",train,mathwriting
images\train_0069ed4fd37ad219.png,\delta=\frac{4\pi}{\lambda}ntcos\theta_{t},train,mathwriting
images\train_0069f439e0b37a3c.png,W=\int Fdx,train,mathwriting
images\train_006a15764aca7382.png,m\ge(\begin{matrix}k\\ 2\end{matrix}),train,mathwriting
images\train_006a2a00f0629194.png,(\begin{matrix}p\\ n\end{matrix}),train,mathwriting
images\train_006a381e4a6cc1f7.png,{\omega^{1}}_{3}=-\frac{sin\theta d\phi}{g},train,mathwriting
images\train_006a5f6412436ee9.png,[x^{\prime}:y^{\prime}:z^{\prime}],train,mathwriting
images\train_006abd695c03da0d.png,\overline{E}=\frac{3}{2}k_{B}T_{k},train,mathwriting
images\train_006afe4c30bf698c.png,V^{*}=9k_{B}T\frac{\partial ln\dot{\epsilon}}{\partial H},train,mathwriting
images\train_006b70e0a1647f06.png,(\begin{matrix}n\\ a\end{matrix})<e^{at},train,mathwriting
images\train_006cd0a8a2122bfc.png,\pi/\sqrt{6}\approx1.2825,train,mathwriting
images\train_006ce2c5faadb51e.png,N_{b}^{r},train,mathwriting
images\train_006d2b7ee8010e08.png,x=y=\frac{i}{\sqrt{2}},train,mathwriting
images\train_006e0736d83ec947.png,U\mapsto C_{*}(U;A),train,mathwriting
images\train_006e32fbd127ee1f.png,exp_{a}^{p}(b)=a^{a^{\cdot^{\cdot^{a^{b}}}}},train,mathwriting
images\train_006e3a47a067af11.png,\dot{x}=Ax+Bu,train,mathwriting
images\train_006f9a342992f0c8.png,(\frac{1}{249}+10)^{(2\cdot103)^{305}},train,mathwriting
images\train_0070397fbc55c6c7.png,"P=\{p_{1},\cdot\cdot\cdot,p_{n}\}",train,mathwriting
images\train_007081acc51ba382.png,f(\xi)\leftarrow\hat{f},train,mathwriting
images\train_00710ebe91045921.png,A\cdot A=|A|^{2},train,mathwriting
images\train_00711fb14af5f0d6.png,(\frac{386}{\sqrt{307}})^{6}\cdot363^{9}+404,train,mathwriting
images\train_0071b3a0f553660c.png,P_{1}=1-R/d,train,mathwriting
images\train_00726d5274061da3.png,P(W_{i})=\frac{K}{N},train,mathwriting
images\train_00727264eedfeb56.png,\sqrt{\Omega},train,mathwriting
images\train_0072ba822ea9ddf6.png,\overline{F}=-\frac{GM}{R^{2}}\hat{r},train,mathwriting
images\train_0072ea3e0aea5540.png,A=[\begin{matrix}a&b\\ c&d\end{matrix}],train,mathwriting
images\train_0072efc68da297bd.png,e^{e^{e^{\cdot^{\cdot^{\cdot}}}}},train,mathwriting
images\train_007308d0e05258fd.png,5^{5^{5^{5^{5^{5}}}}}-7,train,mathwriting
images\train_0073697742b7a934.png,AA^{+}b=b,train,mathwriting
images\train_0073c5b6c331e65d.png,V_{d}=\frac{\pi^{d/2}}{\Gamma(\frac{d}{2}+1)},train,mathwriting
images\train_007460ba0c513ec7.png,"\tilde{Q}(1,N_{f})_{-1/(N_{f}-N_{c}),N_{c}/N_{f}}",train,mathwriting
images\train_00751a097ee27ca8.png,\frac{32\pi^{4}}{945}R^{9},train,mathwriting
images\train_007585af6cd70e41.png,\sum_{i=0}^{\infty}n_{i}=dN(\nu),train,mathwriting
images\train_007593797c5540b3.png,(\frac{6^{10}}{133})^{\frac{411}{9}},train,mathwriting
images\train_007595a9275bad76.png,(6^{224}\cdot383^{5}),train,mathwriting
images\train_0075b409b33adced.png,\frac{\frac{\sqrt{235}+17}{6}}{(109\cdot6)},train,mathwriting
images\train_0075be3978eaaada.png,\tilde{H}_{n},train,mathwriting
images\train_007640c90806eed8.png,3^{3^{\cdot^{\cdot^{\cdot^{w}}}}},train,mathwriting
images\train_007685c80898bc92.png,\frac{dy}{dx}=\frac{1}{1+x^{2}},train,mathwriting
images\train_00769dfc9b460285.png,\xi(m)\Delta m,train,mathwriting
images\train_0076b6a9ad4cf961.png,\frac{dk}{dt},train,mathwriting
images\train_0076cbb76cd6d44e.png,"D\varphi_{x},(\varphi_{*})_{x},\varphi^{\prime}(x)",train,mathwriting
images\train_0076e8e8e026cd2f.png,e^{\pm\sqrt[n]{x}},train,mathwriting
images\train_007707aba9b8b41a.png,[\begin{matrix}0&1\\ 1&-n\end{matrix}],train,mathwriting
images\train_0077283d095a71c3.png,\frac{dp_{o}}{p_{o}},train,mathwriting
images\train_00772f40c22e67f2.png,\frac{210\cdot196}{218+13},train,mathwriting
images\train_0077594096d6dafe.png,t=1+1+\cdot\cdot\cdot+1,train,mathwriting
images\train_007767a356b22004.png,E=mc^{2}\oplus pc,train,mathwriting
images\train_007774ffbb04136c.png,(\frac{248}{10}/372-43),train,mathwriting
images\train_00787d624486cbee.png,B=\frac{i_{0}e}{\sqrt{1-\frac{e^{3}}{c^{3}}}},train,mathwriting
images\train_00789d9fe32a4e4e.png,p(\theta)\propto\sqrt{I(\theta)},train,mathwriting
images\train_0078ba0454a29c55.png,\frac{m}{\sqrt{\frac{e^{2}}{n^{2}}-1}},train,mathwriting
images\train_0078fd643945cd4e.png,W_{\alpha}\equiv\overline{D}^{2}D_{\alpha}V,train,mathwriting
images\train_00794694910ddd66.png,\tilde{g}_{lk},train,mathwriting
images\train_00799b38d865bc29.png,\tilde{\phi}\circ\omega_{G}=\omega_{H}\circ\phi,train,mathwriting
images\train_007a02c41b809e06.png,[M+Na]^{+},train,mathwriting
images\train_007a2bd20dd09f18.png,J,train,mathwriting
images\train_007a4360ff6cc126.png,(\begin{matrix}1&1\\ -a&-c\end{matrix}),train,mathwriting
images\train_007aeee6a3568cc9.png,T=\sum_{i=1}^{N}\frac{|p_{i}|^{2}}{2m_{i}},train,mathwriting
images\train_007b0236f2139ef2.png,"X_{\tau(X^{*},X^{**})}^{*}",train,mathwriting
images\train_007b1810525535c0.png,r.Ann(S),train,mathwriting
images\train_007bc5a18bc37b0e.png,d_{m}=\frac{d_{ip}+d_{ia}}{2},train,mathwriting
images\train_007bdb5efb9af6d9.png,\frac{\frac{10}{7}}{\frac{\sqrt{450}}{2}},train,mathwriting
images\train_007bfdb7f615095b.png,R^{*}=\frac{4}{\rho f^{2}}|\frac{\partial p}{\partial n}|,train,mathwriting
images\train_007c073b0b579271.png,\tilde{H_{i}}=\varphi(H_{i}),train,mathwriting
images\train_007c7ace47ebd5b7.png,\sqrt{m}\cdot logm,train,mathwriting
images\train_007c9536828c95e5.png,\tilde{B},train,mathwriting
images\train_007caecf6eb02e06.png,\tilde{\Phi}=\sqrt{3}ln\Phi,train,mathwriting
images\train_007cca8252fc8869.png,[\begin{matrix}0\\ \frac{\pi}{2}\end{matrix}],train,mathwriting
images\train_007ce34f0224c6ab.png,b_{n}=-\sum_{d|n}\frac{1}{d}=,train,mathwriting
images\train_007ce8e44a2848c2.png,E=E_{0}-\int PdV,train,mathwriting
images\train_007d2994eba5a354.png,SNR=\frac{|y_{s}|^{2}}{E\{|y_{v}|^{2}\}},train,mathwriting
images\train_007ddf0657ab8296.png,tan\varphi=\frac{y}{x},train,mathwriting
images\train_007deebd5f94045b.png,a=\sqrt[2]{\frac{P}{2mt}},train,mathwriting
images\train_007e054a9236b6e6.png,F_{(\lambda_{p})},train,mathwriting
images\train_007eeb68f657ba03.png,\int_{|z|=r}f(z)dz,train,mathwriting
images\train_007f0a0a4fe8bee7.png,\frac{\frac{10}{7}}{\frac{\sqrt{450}}{2}},train,mathwriting
images\train_007fa225a05fff9e.png,m=\frac{m_{9}}{({1\cdot\frac{v^{5}}{c^{5}})}^{4/5}},train,mathwriting
images\train_007fc7ec5896d01e.png,\sqrt{\pi},train,mathwriting
images\train_008091f694abcdea.png,m=\frac{d}{p},train,mathwriting
images\train_0080a1d418593c7d.png,i=C\frac{du}{dt},train,mathwriting
images\train_0080ae2ec5f55db8.png,(\begin{matrix}n\\ 5\end{matrix}),train,mathwriting
images\train_0080c5bbc6dc5578.png,\vec{r}=[\begin{matrix}1\\ 1\end{matrix}],train,mathwriting
images\train_0080c78ccf052739.png,v=\sqrt{\frac{T}{\rho}},train,mathwriting
images\train_008115b0fcfe3858.png,\sqrt[12]{2^{6}},train,mathwriting
images\train_00812f5a54be8b3a.png,A\frac{\partial v}{\partial t}+B\frac{\partial v}{\partial x}=0,train,mathwriting
images\train_0082097f2e7ff4a7.png,\int_{C}x^{2}dy,train,mathwriting
images\train_00820e452d23f662.png,"k(\tau)=\frac{\vartheta_{10}(0,\tau)^{2}}{\vartheta_{00}(0,\tau)^{2}}",train,mathwriting
images\train_0083362417976dee.png,[\begin{matrix}0&-1\\ 1&0\end{matrix}],train,mathwriting
images\train_00834d1959cecb48.png,"(y_{1},...,y_{n})\in F_{n}",train,mathwriting
images\train_00836ff2c7d0c6e3.png,2p_{0}q_{0}-f(2p_{0}q_{0}),train,mathwriting
images\train_0083d69f45c078f8.png,\overline{\frac{\partial(\overline{r_{h}}\cdot r_{h}^{\prime})}{\partial x_{h}}}=0,train,mathwriting
images\train_0084344ce0df556c.png,P(5),train,mathwriting
images\train_0085b7b2ef604fb5.png,K_{a}>K_{b}>0,train,mathwriting
images\train_0085cc5a099ecadb.png,[\begin{matrix}a&b\\ b&a\end{matrix}],train,mathwriting
images\train_0085ce0a5305fe45.png,\gamma=\frac{3}{\sqrt{3-\frac{e^{2}}{g^{2}}}},train,mathwriting
images\train_008604cb7af45191.png,\int_{A}(g-f)d\mu=0,train,mathwriting
images\train_0086715cef39a61d.png,c\sqrt{2},train,mathwriting
images\train_0086839749dfc4c4.png,G(r)\approx\frac{e^{-\sqrt{t}r}}{r^{d-2}},train,mathwriting
images\train_0086844ab072f069.png,\hat{y}_{i},train,mathwriting
images\train_0086b40d8e8421de.png,\delta(A)=\prod_{p}p^{t_{p}},train,mathwriting
images\train_00874649f83c08b3.png,\underline{P}X=\emptyset,train,mathwriting
images\train_0087c7d13e2275f3.png,E=E\psi^{\dagger}\psi,train,mathwriting
images\train_00882b4a50783c46.png,10^{2}-92(1^{2})=8,train,mathwriting
images\train_0088494be6c98805.png,"[1-\lambda R(\underline{k},\omega)]^{n}u(n)",train,mathwriting
images\train_00886064bfa33e94.png,r^{\beta_{\epsilon}},train,mathwriting
images\train_0088717218f00504.png,\frac{\partial\psi}{\partial t}=P\psi,train,mathwriting
images\train_0088aba89a0edc22.png,\frac{25+\sqrt{621}}{2},train,mathwriting
images\train_0088e58575074e21.png,e^{ijkl}e_{ijkl}=4!,train,mathwriting
images\train_0088f6694783e0f5.png,\int_{X}\int_{Y}\int_{Z},train,mathwriting
images\train_008928ac8c512ef2.png,\int_{L}f(z)dz,train,mathwriting
images\train_00893c96c4d361f4.png,\frac{4\pi m}{\sqrt{5\cdot\frac{3m}{ro^{3}}}},train,mathwriting
images\train_008943b038d84a32.png,(\frac{9^{7}}{6}+\frac{92+\sqrt{3}}{1}),train,mathwriting
images\train_00895deb5a227920.png,\mathbb{C}P^{1},train,mathwriting
images\train_0089926aebbd8ec0.png,y=\frac{y_{0}}{({1-\frac{v^{4}}{q^{4}})}^{6/4}},train,mathwriting
images\train_0089940023f664df.png,"(M,d)",train,mathwriting
images\train_0089955a9124b870.png,\underline{x},train,mathwriting
images\train_0089e0ebb6612675.png,(\begin{matrix}c_{i}\\ i\end{matrix}),train,mathwriting
images\train_008a578cd4df01fe.png,\tilde{C}_{7},train,mathwriting
images\train_008a8a7b57df44c0.png,\tilde{G_{0}},train,mathwriting
images\train_008ad2c4344e95bd.png,(144\cdot185-\frac{\sqrt{200}+9}{2}),train,mathwriting
images\train_008b6839d58ea408.png,\pi:g\rightarrow gl_{V},train,mathwriting
images\train_008bbcdde2e2c189.png,0\le\frac{T}{C}\le1,train,mathwriting
images\train_008bdc6858590d8b.png,"f_{s+2},f_{s+3},...",train,mathwriting
images\train_008d33de8e3e0c51.png,a^{+\frac{(B+K)^{2}}{2{(s_{B})}^{2}}},train,mathwriting
images\train_008d61f40f66d7ce.png,s=s_{1}|s_{2},train,mathwriting
images\train_008d898076e5aef2.png,5^{\sqrt{189}}-381\cdot(\frac{197}{10})^{5},train,mathwriting
images\train_008db8163f7fcb27.png,(\frac{a\psi+b}{c\psi+d}),train,mathwriting
images\train_008e2f9a3f22a1cc.png,\frac{x^{2}}{2}\alpha-y,train,mathwriting
images\train_008e8e7d9214bc24.png,\frac{\sqrt{157}}{394}\cdot(90\cdot1),train,mathwriting
images\train_008ee4a2875eb6cb.png,a\notin\mathbb{Q},train,mathwriting
images\train_008f0d976c8bb96b.png,\tilde{E}_{7},train,mathwriting
images\train_008f76c7bc3c7c0f.png,\overline{C}(8),train,mathwriting
images\train_008f76cff2e606e5.png,\tilde{U},train,mathwriting
images\train_008f7a6707458606.png,(\frac{4}{\sqrt{4}}+\frac{405}{\sqrt{201}}),train,mathwriting
images\train_008fe8a18a2af931.png,y_{j}=\frac{\sum_{i\in s_{j}}A_{i}B_{i}}{\sum_{i\in s_{j}}B_{i}},train,mathwriting
images\train_00901bc5c5e6e973.png,O_{L}/(7)O_{L},train,mathwriting
images\train_00902f6199bf368b.png,\frac{2}{4}=0.5,train,mathwriting
images\train_0090ba04f692ca4f.png,=,train,mathwriting
images\train_00910b35a339b892.png,Mm(x),train,mathwriting
images\train_009135119991fd3e.png,(\begin{matrix}0&0\\ 0&e\end{matrix}),train,mathwriting
images\train_0091b953e0dfec8d.png,E[\frac{R(n)}{S(n)}],train,mathwriting
images\train_0092357f6b7bd0ca.png,(A[1])^{n}=A^{n+1},train,mathwriting
images\train_0092745d743b856b.png,"A_{t,r}=\frac{1-\frac{1}{(1+r)^{t}}}{r}",train,mathwriting
images\train_0092ab654ad8201d.png,\langle\frac{1}{r}\rangle=\frac{1}{a_{0}n^{2}},train,mathwriting
images\train_0092b449d454587f.png,R=\mu_{1}+\sqrt{S_{1}}X,train,mathwriting
images\train_00930eed142c0e75.png,(4x-2)/(x^{2}+1),train,mathwriting
images\train_009385c1e10abadc.png,Z=[\begin{matrix}X_{i}&Y_{-i}\end{matrix}],train,mathwriting
images\train_0093d46f4d2e5a2f.png,\frac{dX}{dt}=AX,train,mathwriting
images\train_0093f78124411eba.png,\alpha,train,mathwriting
images\train_0094071c4c49cc62.png,"\frac{\sqrt{\frac{(d_{1}n)^{d_{1}}d_{7}^{d_{7}}}{(d_{1}n+d_{7})^{d_{1}+d_{7}}}}}{nU(\frac{d_{1}}{7},\frac{d_{7}}{7})}",train,mathwriting
images\train_0094d3218f7f5c4a.png,\sqrt[\infty]{\infty!},train,mathwriting
images\train_0094f7e71d39ef86.png,\overline{d},train,mathwriting
images\train_0094fc821025a419.png,\frac{\partial(R^{2}\Omega)}{\partial R}>0,train,mathwriting
images\train_00959e41998fb766.png,\underline{P}(Cl_{t}^{\le}),train,mathwriting
images\train_00959f0db5b698a3.png,\frac{(491+8)^{382}}{6^{2}},train,mathwriting
images\train_00961a978865068f.png,F\underline{A},train,mathwriting
images\train_009662edbf2bb279.png,"\prod_{i=1}^{s}[0,u_{i})",train,mathwriting
images\train_0096cc05bc8880d8.png,rec=\frac{m_{c}W_{c}}{m_{f}W_{f}},train,mathwriting
images\train_0096dd7e41af59cf.png,T=\frac{mc^{2}}{\sqrt{6+\frac{b^{2}}{c^{2}}}},train,mathwriting
images\train_0097c6d9b735c2c3.png,\omega_{m}=\frac{1}{\sqrt{LC}},train,mathwriting
images\train_0098188db63be09d.png,(1-\beta\lambda)^{\gamma},train,mathwriting
images\train_0098249c5c115f0f.png,expr=expr_{i},train,mathwriting
images\train_00982508cd6e75e8.png,s,train,mathwriting
images\train_00984334800ef01b.png,\int\frac{da}{dt}d\frac{db}{dt},train,mathwriting
images\train_00987d2a5397cd4a.png,"D_{1},D_{2}\in Div^{0}(E)",train,mathwriting
images\train_009944dc130501aa.png,\sqrt{\frac{\sum{A_{f}}^{2}}{n}},train,mathwriting
images\train_009a729b2176d05a.png,Q=\frac{\dot{m}}{\rho},train,mathwriting
images\train_009a9dad3b07751f.png,\int u^{1/2}du,train,mathwriting
images\train_009ae1557afcf27d.png,\frac{\frac{5}{365}}{\frac{448^{119}}{3}},train,mathwriting
images\train_009b099e532cd327.png,v\rightarrow v^{\prime}=-v,train,mathwriting
images\train_009b297ab1a4ed8e.png,4\sqrt{3},train,mathwriting
images\train_009b66b16761f32a.png,C_{nm},train,mathwriting
images\train_009be8203328b3e9.png,exp(i\theta H)=,train,mathwriting
images\train_009c1d909144f55d.png,(\begin{matrix}0&0\\ 0&e\end{matrix}),train,mathwriting
images\train_009cb71ea7620db5.png,-\gamma^{-1}<\delta<\alpha/\gamma,train,mathwriting
images\train_009cffd946708af1.png,z_{\epsilon}=\frac{U}{Q}=\frac{U_{m}}{Q_{m}},train,mathwriting
images\train_009e452a0401a90b.png,A(x)>x^{\sqrt{2}-1-o(1)},train,mathwriting
images\train_009f7e90d8cf9d09.png,f^{\prime}(x)=\frac{(x-1)}{2x\sqrt{x}},train,mathwriting
images\train_009ff513f86d514a.png,H\Psi_{k}=E(k)\Psi_{k},train,mathwriting
images\train_00a0279201efbaef.png,(\begin{matrix}m\\ 2\end{matrix}),train,mathwriting
images\train_00a070d1f570ac4e.png,"\{(n-2k)^{(\begin{matrix}n\\ k\end{matrix})};k=0,...,n\}",train,mathwriting
images\train_00a08980046cf637.png,\underline{k}-\omega,train,mathwriting
images\train_00a0f64e81de0c6a.png,\tilde{h}[n],train,mathwriting
images\train_00a0fbd63ee9d87a.png,D\overline{D},train,mathwriting
images\train_00a11e59c6a93e75.png,\hat{\pi},train,mathwriting
images\train_00a127061dd9a5d0.png,t^{\prime}=t/\sqrt{1-v^{2}/c^{2}},train,mathwriting
images\train_00a1c8887def5e51.png,"t=t_{1},t_{2}",train,mathwriting
images\train_00a1d8bc18566aaa.png,W^{\mathbb{C}}\cong W\oplus\overline{W},train,mathwriting
images\train_00a1f3b08451e583.png,[\begin{matrix}3&7&2\end{matrix}],train,mathwriting
images\train_00a27fd5961ef1a2.png,\frac{\partial}{\partial\rho},train,mathwriting
images\train_00a31c04a9daabc4.png,\frac{df}{du},train,mathwriting
images\train_00a3734718d1d219.png,V_{TS}=\frac{\rho_{p}d^{2}gC_{c}}{18\eta},train,mathwriting
images\train_00a3cbdea545ee24.png,e=\sqrt{g(2-g)},train,mathwriting
images\train_00a4073e4ca26c5c.png,\sqrt{\frac{1}{70}},train,mathwriting
images\train_00a43188c4990c17.png,\tilde{A}_{9},train,mathwriting
images\train_00a43e570b6a70d1.png,\overline{M}=0,train,mathwriting
images\train_00a4d2f8b18cbe9e.png,\frac{d}{dx}ln|x|=\frac{1}{x},train,mathwriting
images\train_00a530331fa07a1a.png,h(\underline{n})=h^{*}(-\underline{n}),train,mathwriting
images\train_00a54ac66a96d9a8.png,"\frac{C(4,2)}{C(7,2)}=\frac{6}{21}=\frac{2}{7}?",train,mathwriting
images\train_00a581ed7911e374.png,\frac{dy}{dx}=x+y,train,mathwriting
images\train_00a6944fd09e6a85.png,1-5/3+4^{466},train,mathwriting
images\train_00a6ec760404a9f3.png,\frac{(3-\sqrt{2})}{\frac{1^{6}}{7}},train,mathwriting
images\train_00a750e8f1ea0d5b.png,\tilde{e}_{i}\tilde{f}_{i},train,mathwriting
images\train_00a75a52a6609fb0.png,[b]\in[R]^{n},train,mathwriting
images\train_00a76c567b378bf5.png,((9+178)\cdot(\frac{1}{8}\cdot8)),train,mathwriting
images\train_00a782af4a1270ca.png,1\notin A\Rightarrow\sigma A=0,train,mathwriting
images\train_00a790716754d05f.png,P_{1}=\frac{1-(\frac{q}{p})^{n_{1}}}{1-(\frac{q}{p})^{n_{1}+n_{2}}},train,mathwriting
images\train_00a7d69be338657e.png,(\begin{matrix}0&0\\ 0&1\end{matrix}),train,mathwriting
images\train_00a89ebc5a5dad4d.png,\sqrt{(n^{2}-1)/12},train,mathwriting
images\train_00a9021fbba5d4fd.png,\hat{d},train,mathwriting
images\train_00a916b58052f76e.png,||x||=\sqrt{x\cdot x},train,mathwriting
images\train_00a9358757bdeb19.png,\int_{b}^{a},train,mathwriting
images\train_00a98d608775a223.png,\int x^{k}d\mu(x)=m_{k},train,mathwriting
images\train_00aaa0ddb2dbdcb8.png,b^{(k_{4})},train,mathwriting
images\train_00ab3add554249b6.png,\frac{PV\beta}{N}=-\frac{\Omega}{N},train,mathwriting
images\train_00ab5344cf9e11b7.png,\hat{M},train,mathwriting
images\train_00ab572826c36c62.png,k_{x}=\frac{l\pi}{L},train,mathwriting
images\train_00ab8c0416f8c4c7.png,P=-\frac{dE}{dt},train,mathwriting
images\train_00abd4f31060c102.png,(\frac{a-1}{2}),train,mathwriting
images\train_00abea33b7ce5287.png,2y\frac{dy}{dx}=3x^{2}-1,train,mathwriting
images\train_00ac21d66653a2ba.png,f^{-1}(c),train,mathwriting
images\train_00ac69d7ea480c58.png,v=0(r=a),train,mathwriting
images\train_00ac95e61587a25c.png,\frac{27-74}{4}\cdot\frac{8}{298},train,mathwriting
images\train_00acfc2e5262d9e6.png,\pi_{x}=\prod_{j=1}^{t}\zeta_{j},train,mathwriting
images\train_00acfd20849b75ac.png,\tilde{n}=n+z^{2},train,mathwriting
images\train_00ad057cf4c3ae7b.png,v=\frac{dr}{dt},train,mathwriting
images\train_00ad5d4bceff76c6.png,\tilde{C}_{n},train,mathwriting
images\train_00ad5e8a5622af70.png,(\begin{matrix}p\\ r\end{matrix}),train,mathwriting
images\train_00add3dbc0f9318b.png,K=\frac{3\mu_{0}^{2}}{160\pi^{2}}\frac{\hbar^{2}\gamma^{4}}{r^{6}},train,mathwriting
images\train_00adde1c98e1d258.png,-\frac{dz}{z},train,mathwriting
images\train_00adebaaef290fa5.png,[\begin{matrix}a&b\\ b&a\end{matrix}],train,mathwriting
images\train_00ae2eaf8dbe6ebe.png,-\frac{\pi}{2}<\theta<+\frac{\pi}{2},train,mathwriting
images\train_00ae4cfab9794099.png,Fr=\frac{v}{\sqrt{gy}},train,mathwriting
images\train_00ae86ae6d69cf04.png,\Lambda<c,train,mathwriting
images\train_00ae978fa63a0c1f.png,-\sqrt{\frac{8}{35}},train,mathwriting
images\train_00aed0e1843aee43.png,\Rightarrow\frac{2A\sqrt{h}}{a\sqrt{2g}}=t,train,mathwriting
images\train_00aed30364599afd.png,f(\epsilon)=e^{-\beta(\epsilon-\mu)},train,mathwriting
images\train_00aef10bfa17bb3e.png,(\frac{7}{328})^{8^{153}},train,mathwriting
images\train_00aef330bd5daa24.png,\hat{\beta}\pm2.5se_{\beta},train,mathwriting
images\train_00aef8673c5e26d7.png,xD(1)=x*\frac{d}{dx}(1)=0,train,mathwriting
images\train_00af028b4cd32ddd.png,\sum_{n\ge1}n|b_{n}|^{2}\le1,train,mathwriting
images\train_00af263f7e07a680.png,\tilde{A}_{5},train,mathwriting
images\train_00af3122dfa16b26.png,B_{0}=(\mu_{0}/2)*M,train,mathwriting
images\train_00af6b291e881775.png,\frac{10}{340}/(460+\sqrt{492}),train,mathwriting
images\train_00af879508db0abc.png,\int_{\partial\Omega},train,mathwriting
images\train_00afb09b073fca43.png,a^{2}+b^{2}+c^{2}>\frac{d^{2}}{3},train,mathwriting
images\train_00b04b8ded304a16.png,[\begin{matrix}4&4\\ 6\end{matrix}],train,mathwriting
images\train_00b0d30a0577c009.png,P(A|X=2/3),train,mathwriting
images\train_00b0e5df5fa8410f.png,(\frac{374}{2}/406)^{7^{2}\cdot2},train,mathwriting
images\train_00b0e5f17c8c4e3c.png,\overline{X}=\frac{1}{n}\sum_{i=1}^{n}X_{i},train,mathwriting
images\train_00b0eda1ace208c2.png,63^{63^{63^{63^{63^{4.827}}}}},train,mathwriting
images\train_00b10d4ceb3831b3.png,"Cl_{0,3}(R)=H\oplus H",train,mathwriting
images\train_00b1475d0b80e313.png,(6-228\cdot{232^{193}}^{10}),train,mathwriting
images\train_00b1cc35760d6708.png,\int_{a}^{b}\pi f(x)^{2}dx,train,mathwriting
images\train_00b24a668cff1d3e.png,\frac{\sqrt{70}}{469}+(\frac{4}{10})^{304},train,mathwriting
images\train_00b292ea0ef6080b.png,\langle r^{k}\rangle=a^{k}\Gamma(1+\frac{k}{3}),train,mathwriting
images\train_00b2dc9d7d918be8.png,n/exp(\Omega(\sqrt{logn})),train,mathwriting
images\train_00b359e14d8df710.png,\int\frac{dy}{dx}dx,train,mathwriting
